treatment,control,ratio,ratio2,ratio3,size,size25,size50,size100,sizeno,ask,askd1,askd2,askd3,ask1,ask2,ask3,amount,gave,amountchange,hpa,ltmedmra,freq,years,year5,mrm2,dormant,female,couple,state50one,nonlit,cases,statecnt,stateresponse,stateresponset,stateresponsec,stateresponsetminc,perbush,close25,red0,blue0,redcty,bluecty,pwhite,pblack,page18_39,ave_hh_sz,median_hhincome,powner,psch_atlstba,pop_propurban
1,0,1,0,0,4,0,0,0,1,1,1,0,0,125,160,190,0,0,-100,100,0,1,3,0,41,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.8104053735733032,0.023520875722169876,0.2628253102302551,2.259999990463257,66676,0.7316517233848572,0.5072996020317078,1
1,0,2,1,0,2,0,1,0,0,3,0,0,1,25,35,50,0,0,-5,5,1,1,1,0,8,1,0,0,0,1,2,3.281468152999878,0.020668692886829376,0.024702653288841248,0.012681159190833569,0.012021494098007679,0.46464645862579346,0,0,1,1,0,0.8166590332984924,0.042909592390060425,0.3456861078739166,2.3499999046325684,50163,0.46833372116088867,0.2548958659172058,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,0,0,-10,25,1,2,6,1,28,1,0,0,0,1,1,0.7121484279632568,0.011204482056200504,0.008097166195511818,0.0181818176060915,-0.010084651410579681,0.6000000238418579,0,1,0,1,0,0.8913734555244446,0.0991906151175499,0.31976792216300964,2.309999942779541,40210,0.6833308339118958,0.2345551997423172,0.7217541933059692
1,0,2,1,0,1,1,0,0,0,2,0,1,0,35,45,55,0,0,-20,25,1,80,19,1,15,1,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.9676077961921692,0.015739217400550842,0.28483644127845764,2.8499999046325684,67859,0.8831136226654053,0.4056277573108673,0.9707373976707458
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-45,45,0,3,3,0,5,0,0,0,0,0,1,1.1390384435653687,0.01576182059943676,0.020460357889533043,0.0055555556900799274,0.014904802665114403,0.6060606241226196,0,1,0,1,0,0.9747399687767029,0.011533291079103947,0.2737564444541931,2.490000009536743,38611,0.7911301851272583,0.107587531208992,0.5203424692153931
1,0,1,0,0,4,0,0,0,1,1,1,0,0,35,45,55,0,0,-15,30,1,22,19,1,8,1,1,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,0,1,0.8410543203353882,0.12733910977840424,0.3353491425514221,2.309999942779541,52587,0.7859835028648376,0.4735768735408783,1
1,0,3,0,1,1,1,0,0,0,2,0,1,0,35,45,55,0,0,-30,30,1,1,0,0,2,0,0,0,0,6,2,4.215040683746338,0.021769994869828224,0.025486251339316368,0.012861736118793488,0.01262451522052288,0.6161616444587708,0,1,0,1,0,0.8903160095214844,0.049253009259700775,0.33891338109970093,3.0399999618530273,74144,0.8689388036727905,0.41768333315849304,0.8886231780052185
1,0,3,0,1,4,0,0,0,1,3,0,0,1,35,45,55,0,0,-25,25,1,1,2,0,21,1,0,0,0,1,3,1.5320167541503906,0.015625,0.01727447286248207,0.012145749293267727,0.005128723569214344,0.5858585834503174,0,1,0,1,0,0.8508055210113525,0.14148961007595062,0.28438010811805725,2.5799999237060547,30705,0.823273777961731,0.11377038061618805,0
1,0,3,0,1,4,0,0,0,1,1,1,0,0,45,60,70,0,0,-36,36,0,5,5,1,18,1,0,0,0,1,0,0.7819668650627136,0.015306122601032257,0.021897809579968452,0,0.021897809579968452,0.6600000262260437,0,1,0,1,0,0.8099730610847473,0.005390835460275412,0.25876009464263916,2.5199999809265137,19417,0.8665767908096313,0.052123550325632095,0
1,0,2,1,0,1,1,0,0,0,2,0,1,0,35,45,55,0,0,-25,25,1,1,2,0,29,1,0,0,0,0,2,2.982246160507202,0.0260869562625885,0.02783300168812275,0.022494887933135033,0.005338113754987717,0.46464645862579346,0,0,1,1,0,0.9048708081245422,0.004875102546066046,0.27378231287002563,2.700000047683716,41553,0.7268012166023254,0.1819537729024887,0.9227749109268188
1,0,3,0,1,4,0,0,0,1,2,0,1,0,25,35,50,0,0,-20,20,1,8,5,1,8,1,0,0,0,1,2,3.594653844833374,0.018312985077500343,0.02058319002389908,0.014150943607091904,0.006432246416807175,0.4343434274196625,0,0,1,0,1,0.8480558395385742,0.0366329587996006,0.1937330812215805,2.6500000953674316,113788,0.8514885306358337,0.7743218541145325,1
1,0,3,0,1,1,1,0,0,0,2,0,1,0,65,85,100,0,0,-60,60,0,3,2,0,6,0,1,0,0,0,1,3.2694993019104004,0.017083587124943733,0.019792648032307625,0.012110726907849312,0.007681921124458313,0.3737373650074005,0,0,1,1,0,0.8171206116676331,0.028015565127134323,0.47968193888664246,2.0399999618530273,62817,0.39609494805336,0.782452404499054,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,0,0,-15,20,1,6,12,1,10,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.7811577320098877,0.01612972281873226,0.2659478783607483,2.4600000381469727,82796,0.7029218077659607,0.5268692374229431,1
1,0,2,1,0,1,1,0,0,0,3,0,0,1,25,35,50,0,0,-15,15,1,2,0,0,3,0,0,0,0,6,2,4.215040683746338,0.021769994869828224,0.025486251339316368,0.012861736118793488,0.01262451522052288,0.6161616444587708,0,1,0,1,0,0.9204301834106445,0.013283058069646358,0.3001970946788788,2.3399999141693115,104035,0.8049912452697754,0.7711799740791321,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,125,160,190,0,0,-100,100,0,12,8,1,2,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.7537800073623657,0.11298893392086029,0.3014133870601654,2.119999885559082,68853,0.6553168296813965,0.6680852770805359,1
1,0,1,0,0,3,0,0,1,0,3,0,0,1,25,35,50,0,0,-10,25,1,4,10,1,29,1,0,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.6709844470024109,0.2493523359298706,0.26230570673942566,2.559999942779541,31023,0.43449637293815613,0.16375546157360077,0.6509067416191101
1,0,3,0,1,3,0,0,1,0,3,0,0,1,75,95,120,0,0,-65,65,0,3,3,0,4,0,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.9322919249534607,0.009218472987413406,0.22946278750896454,3.0399999618530273,91529,0.9153458476066589,0.4979603588581085,0.9398301839828491
1,0,2,1,0,4,0,0,0,1,3,0,0,1,35,45,55,0,0,-25,25,1,1,0,0,4,0,0,0,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,1,0,0.9409632086753845,0.038467876613140106,0.25252991914749146,2.559999942779541,55439,0.8637450337409973,0.3167836368083954,0.8144839406013489
1,0,3,0,1,1,1,0,0,0,3,0,0,1,25,35,50,0,0,0,0,1,1,1,0,8,1,0,0,0,0,1,1.8332335948944092,0.014145811088383198,0.013793103396892548,0.014749262481927872,-9.561590850353241e-4,0.5555555820465088,0,1,0,1,0,0.6229826211929321,0.120542973279953,0.35737520456314087,2.9100000858306885,22121,0.40309327840805054,0.15837444365024567,1
1,0,1,0,0,2,0,1,0,0,2,0,1,0,55,70,85,0,0,-35,45,0,12,12,1,5,0,0,0,0,0,0,0.5784959197044373,0.017241379246115685,0.019704433158040047,0.01149425283074379,0.008210180327296257,0.49494948983192444,1,0,1,1,0,0.9922207593917847,0.0016669753240421414,0.20059269666671753,2.5899999141693115,59583,0.8988701701164246,0.47028908133506775,0
1,0,1,0,0,2,0,1,0,0,3,0,0,1,45,60,70,0,0,-40,40,0,1,1,0,14,1,0,0,0,0,0,1.962896466255188,0.030487805604934692,0.031104199588298798,0.029325513169169426,0.0017786864191293716,0.4848484992980957,1,0,1,0,1,0.9363644123077393,0.015499871224164963,0.22595366835594177,2.3399999141693115,65229,0.7816574573516846,0.6066316962242126,1
1,0,1,0,0,3,0,0,1,0,3,0,0,1,35,45,55,0,0,-20,25,1,2,2,0,9,1,0,0,0,0,0,1.962896466255188,0.030487805604934692,0.031104199588298798,0.029325513169169426,0.0017786864191293716,0.4848484992980957,1,0,1,1,0,0.910912275314331,0.007212501484900713,0.28542807698249817,2.440000057220459,31795,0.6281535029411316,0.2618211805820465,0.8339788913726807
1,0,2,1,0,4,0,0,0,1,3,0,0,1,750,950,1125,0,0,-12.5,600,1,9,15,1,3,0,NA,NA,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.7251479029655457,0.041913215070962906,0.5841223001480103,1.8300000429153442,38613,0.2907201051712036,0.793695867061615,1
1,0,3,0,1,2,0,1,0,0,2,0,1,0,35,45,55,0,0,-25,25,1,2,3,0,31,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.8977265954017639,0.007315651513636112,0.2503351867198944,2.4000000953674316,50520,0.6321554780006409,0.3053872585296631,0.8320897817611694
1,0,2,1,0,3,0,0,1,0,3,0,0,1,25,35,50,0,0,-10,15,1,22,10,1,4,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.8595004677772522,0.05000830814242363,0.3882150948047638,1.649999976158142,72215,0.3394474983215332,0.6025657057762146,1
1,0,2,1,0,4,0,0,0,1,3,0,0,1,25,35,50,0,0,-20,20,1,4,2,0,6,0,0,0,0,1,3,1.5320167541503906,0.015625,0.01727447286248207,0.012145749293267727,0.005128723569214344,0.5858585834503174,0,1,0,1,0,0.9862807989120483,0.006577711086720228,0.23335212469100952,2.3499999046325684,31589,0.8231314420700073,0.12162162363529205,0
1,0,2,1,0,2,0,1,0,0,3,0,0,1,35,45,55,0,0,-25,25,1,2,3,0,18,1,0,0,0,1,2,3.594653844833374,0.018312985077500343,0.02058319002389908,0.014150943607091904,0.006432246416807175,0.4343434274196625,0,0,1,1,0,0.8533523678779602,0.12572455406188965,0.3324447572231293,2.359999895095825,51790,0.6795542240142822,0.31132957339286804,0.9040637016296387
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,85,100,0,0,-55,55,0,4,8,1,17,1,0,0,0,6,2,4.215040683746338,0.021769994869828224,0.025486251339316368,0.012861736118793488,0.01262451522052288,0.6161616444587708,0,1,0,1,0,0.8319689035415649,0.03330095857381821,0.3713056743144989,3.109999895095825,55894,0.8601359724998474,0.1815347671508789,0.8763701915740967
1,0,2,1,0,1,1,0,0,0,3,0,0,1,55,70,85,0,0,-50,50,0,1,1,0,8,1,0,0,0,1,2,3.281468152999878,0.020668692886829376,0.024702653288841248,0.012681159190833569,0.012021494098007679,0.46464645862579346,0,0,1,0,1,0.6180998682975769,0.3333723545074463,0.35228005051612854,2.690000057220459,82865,0.7993333339691162,0.5711132287979126,1
1,0,1,0,0,1,1,0,0,0,1,1,0,0,45,60,70,0,0,-35,35,0,1,1,0,9,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.8227553367614746,0.0074731940403580666,0.16841763257980347,2.5999999046325684,145425,0.879671037197113,0.7366074919700623,0.983374834060669
1,0,1,0,0,1,1,0,0,0,1,1,0,0,35,45,55,0,0,-30,30,1,3,2,0,8,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.45101258158683777,0.020251546055078506,0.26254528760910034,3.1700000762939453,101977,0.8445912599563599,0.5642344355583191,0.9571520090103149
1,0,2,1,0,3,0,0,1,0,2,0,1,0,45,60,70,0,0,-35,35,0,2,1,0,6,0,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,0,1,0.8189472556114197,0.16377349197864532,0.3066762387752533,2.109999895095825,47686,0.6758514046669006,0.47373104095458984,0.9745799899101257
1,0,1,0,0,3,0,0,1,0,1,1,0,0,55,70,85,0,0,-12.5,50,1,22,12,1,6,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.7944045662879944,0.03521277755498886,0.37806838750839233,2.4100000858306885,69614,0.5650092959403992,0.4380612373352051,1
1,0,3,0,1,2,0,1,0,0,1,1,0,0,45,60,70,0,0,-40,40,0,1,0,0,3,0,1,0,0,1,1,2.3020148277282715,0.015597919933497906,0.016971278935670853,0.012886597774922848,0.004084681160748005,0.5252525210380554,0,1,0,0,1,0.8831477761268616,0.013432658277451992,0.3408883810043335,2.619999885559082,56655,0.7762587666511536,0.458323210477829,0.9713912010192871
1,0,2,1,0,2,0,1,0,0,3,0,0,1,125,160,190,0,0,-100,100,0,10,8,1,2,0,0,0,0,1,2,3.5387990474700928,0.021984215825796127,0.02224123105406761,0.021487602964043617,7.536280900239944e-4,0.5454545617103577,0,1,0,0,1,0.7714057564735413,0.05841294303536415,0.3120286166667938,3.0799999237060547,102577,0.8360297083854675,0.6731700301170349,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-25,25,1,6,5,1,2,0,1,NA,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,0,1,0.806226909160614,0.1659952998161316,0.41247063875198364,2.430000066757202,45625,0.6625177264213562,0.31523752212524414,0.691675066947937
1,0,2,1,0,3,0,0,1,0,3,0,0,1,45,60,70,0,0,-35,35,0,5,3,0,13,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.8976351022720337,0.03845696151256561,0.26380932331085205,2.299999952316284,45693,0.5917913913726807,0.33663511276245117,1
1,0,2,1,0,4,0,0,0,1,1,1,0,0,55,70,85,0,0,-50,50,0,2,2,0,5,0,0,0,0,6,2,4.215040683746338,0.021769994869828224,0.025486251339316368,0.012861736118793488,0.01262451522052288,0.6161616444587708,0,1,0,1,0,0.7054408192634583,0.12628811597824097,0.3554132580757141,2.109999895095825,48232,0.49211180210113525,0.5765095353126526,1
1,0,2,1,0,1,1,0,0,0,2,0,1,0,45,60,70,0,0,-43,43,0,1,0,0,7,0,0,0,0,1,2,3.281468152999878,0.020668692886829376,0.024702653288841248,0.012681159190833569,0.012021494098007679,0.46464645862579346,0,0,1,1,0,0.9520362615585327,0.017462901771068573,0.28165051341056824,2.7200000286102295,56526,0.8353713154792786,0.23126928508281708,1
1,0,1,0,0,4,0,0,0,1,2,0,1,0,25,35,50,0,0,-15,15,1,9,7,1,3,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-30,30,1,1,0,0,4,0,1,0,0,0,1,1.8332335948944092,0.014145811088383198,0.013793103396892548,0.014749262481927872,-9.561590850353241e-4,0.5555555820465088,0,1,0,1,0,0.7945142388343811,0.05730263516306877,0.35645291209220886,2.6500000953674316,37536,0.6192547678947449,0.15412640571594238,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-15,25,1,3,3,0,22,1,0,0,0,1,1,2.3020148277282715,0.015597919933497906,0.016971278935670853,0.012886597774922848,0.004084681160748005,0.5252525210380554,0,1,0,0,1,0.9196425676345825,0.02154487930238247,0.4411407709121704,1.9500000476837158,49953,0.6289353966712952,0.5768451690673828,1
1,0,2,1,0,1,1,0,0,0,1,1,0,0,45,60,70,0,0,-35,35,0,3,8,1,34,1,1,0,0,0,0,1.7713943719863892,0.013513513840734959,0.017915310338139534,0.0036496350076049566,0.014265675097703934,0.4848484992980957,1,0,1,0,1,0.5170467495918274,0.16500523686408997,0.35941553115844727,2.5299999713897705,31155,0.41611209511756897,0.22955209016799927,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,60,70,0,0,-35,35,0,1,3,0,42,1,0,0,0,1,1,2.3020148277282715,0.015597919933497906,0.016971278935670853,0.012886597774922848,0.004084681160748005,0.5252525210380554,0,1,0,1,0,0.9509238004684448,0.010637057945132256,0.30742552876472473,2.759999990463257,67115,0.8768889307975769,0.38869258761405945,1
1,0,2,1,0,2,0,1,0,0,1,1,0,0,45,60,70,0,0,-35,36,0,4,4,0,5,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.9767060279846191,0.006567470729351044,0.15946638584136963,2.440000057220459,50591,0.8351467847824097,0.29570552706718445,0.6468958258628845
1,0,2,1,0,3,0,0,1,0,1,1,0,0,45,60,70,0,0,-20,35,1,5,3,0,6,0,NA,NA,0,0,1,1.8033113479614258,0.02101769857108593,0.021346470341086388,0.020338982343673706,0.0010074879974126816,0.49494948983192444,1,0,1,0,1,0.9433485865592957,0.023021064698696136,0.31961682438850403,2.2899999618530273,55962,0.6503757238388062,0.5091750025749207,0.8264407515525818
1,0,2,1,0,1,1,0,0,0,1,1,0,0,45,60,70,0,0,-25,36,1,8,10,1,32,1,1,0,0,0,0,1.7753839492797852,0.026966292411088943,0.025684932246804237,0.029411764815449715,-0.0037268325686454773,0.44897958636283875,0,0,1,1,0,0.9668227434158325,0.01056092418730259,0.17375710606575012,3.0299999713897705,146697,0.9497857689857483,0.7444947957992554,0.878051221370697
1,0,2,1,0,2,0,1,0,0,2,0,1,0,45,60,70,0,0,-35,35,0,1,3,0,41,1,0,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.907198429107666,0.017486628144979477,0.3986755311489105,1.6299999952316284,75472,0.3805460035800934,0.752761721611023,1
1,0,2,1,0,4,0,0,0,1,3,0,0,1,45,60,70,0,0,-25,35,1,5,3,0,3,0,0,0,0,5,0,1.9230002164840698,0.019709544256329536,0.024038461968302727,0.0117647061124444,0.012273755855858326,0.5600000023841858,0,1,0,1,0,0.7480460405349731,0.20455293357372284,0.34349310398101807,2.5999999046325684,51189,0.7808406949043274,0.27109965682029724,0.8613380789756775
1,0,3,0,1,3,0,0,1,0,3,0,0,1,55,70,85,0,0,-30,50,1,52,19,1,15,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.8787014484405518,0.02524559013545513,0.22802014648914337,2.319999933242798,70758,0.7223027348518372,0.48071298003196716,0.9556705951690674
0,1,0,0,0,0,0,0,0,0,0,0,0,0,175,220,265,0,0,-150,150,0,23,12,1,5,0,1,0,0,1,1,1.549970030784607,0.02574002556502819,0.02750491164624691,0.02238805964589119,0.0051168520003557205,0.5353535413742065,0,1,0,1,0,0.8445315957069397,0.11284955590963364,0.35022807121276855,2.4100000858306885,42685,0.6456610560417175,0.5606532692909241,0.9273893237113953
1,0,1,0,0,2,0,1,0,0,3,0,0,1,55,70,85,0,0,-50,50,0,1,2,0,29,1,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.9650672674179077,0.01271297037601471,0.24609476327896118,2.190000057220459,51411,0.7724348306655884,0.38931724429130554,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,60,70,0,0,-25,35,1,4,3,0,27,1,1,0,0,4,0,2.8944742679595947,0.03239145502448082,0.039960041642189026,0.015555555932223797,0.024404484778642654,0.5151515007019043,1,1,0,0,1,0.9000643491744995,0.057885926216840744,0.2662031650543213,2.259999990463257,44837,0.7221797704696655,0.28491121530532837,0.9984034895896912
1,0,3,0,1,2,0,1,0,0,1,1,0,0,55,70,85,0,0,-30,50,1,6,14,1,4,0,0,0,0,0,2,2.982246160507202,0.0260869562625885,0.02783300168812275,0.022494887933135033,0.005338113754987717,0.46464645862579346,0,0,1,1,0,0.8375623822212219,0.007071547210216522,0.2560316026210785,2.569999933242798,30307,0.6687731742858887,0.1751987338066101,0.5938019752502441
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-30,50,1,6,3,0,9,1,0,0,0,1,2,3.5387990474700928,0.021984215825796127,0.02224123105406761,0.021487602964043617,7.536280900239944e-4,0.5454545617103577,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,2,0,1,0,0,1,1,0,0,55,70,85,0,0,-50,50,0,1,1,0,8,1,0,0,0,1,2,3.594653844833374,0.018312985077500343,0.02058319002389908,0.014150943607091904,0.006432246416807175,0.4343434274196625,0,0,1,0,1,0.9351323246955872,0.01687348261475563,0.18882542848587036,2.4800000190734863,118631,0.8505837917327881,0.7994287610054016,1
1,0,3,0,1,4,0,0,0,1,2,0,1,0,55,70,85,0,0,-25,50,1,3,0,0,2,0,1,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.907198429107666,0.017486628144979477,0.3986755311489105,1.6299999952316284,75472,0.3805460035800934,0.752761721611023,1
1,0,2,1,0,4,0,0,0,1,1,1,0,0,125,160,190,0,0,-100,100,0,6,16,1,8,1,1,0,0,1,0,3.9537203311920166,0.018163470551371574,0.01861504092812538,0.017214396968483925,0.0014006439596414566,0.44999998807907104,0,0,1,0,1,0.9479209184646606,0.005428103264421225,0.1698586642742157,2.809999942779541,127809,0.9251139760017395,0.7589160799980164,1
1,0,2,1,0,2,0,1,0,0,2,0,1,0,125,160,190,0,0,-100,100,0,1,0,0,2,0,1,0,0,0,0,0.5784959197044373,0.017241379246115685,0.019704433158040047,0.01149425283074379,0.008210180327296257,0.49494948983192444,1,0,1,0,1,0.9842948913574219,0.005490734241902828,0.3570592403411865,2.2799999713897705,37411,0.6470405459403992,0.30632486939430237,0.8190479874610901
1,0,3,0,1,3,0,0,1,0,3,0,0,1,55,70,85,0,0,-25,50,1,50,10,1,16,1,1,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.907198429107666,0.017486628144979477,0.3986755311489105,1.6299999952316284,75472,0.3805460035800934,0.752761721611023,1
1,0,3,0,1,3,0,0,1,0,1,1,0,0,125,160,190,0,0,-100,100,0,1,1,0,8,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.6289057731628418,0.0843597874045372,0.33586743474006653,2.299999952316284,51896,0.42361462116241455,0.38538631796836853,1
